"","title","code","type","last update of data","last table structure change","data start","data end","values","table_w_code"
"138","Gross domestic product (GDP) at current market prices by NUTS 2 regions","nama_10r_2gdp","dataset","16.07.2019","01.08.2019","2000","2017",NA,"Gross domestic product (GDP) at current market prices by NUTS 2 regions (nama_10r_2gdp)"
"139","Average annual population to calculate regional GDP data (thousand persons) by NUTS 3 regions","nama_10r_3popgdp","dataset","16.07.2019","01.08.2019","2000","2017",NA,"Average annual population to calculate regional GDP data (thousand persons) by NUTS 3 regions (nama_10r_3popgdp)"
"140","Gross domestic product (GDP) at current market prices by NUTS 3 regions","nama_10r_3gdp","dataset","16.07.2019","01.08.2019","2000","2017",NA,"Gross domestic product (GDP) at current market prices by NUTS 3 regions (nama_10r_3gdp)"
"141","Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 regions - percentage change on previous year","nama_10r_2gvagr","dataset","16.07.2019","26.02.2019","1996","2017",NA,"Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 regions - percentage change on previous year (nama_10r_2gvagr)"
"142","Gross value added at basic prices by NUTS 3 regions","nama_10r_3gva","dataset","17.07.2019","13.05.2019","1995","2017",NA,"Gross value added at basic prices by NUTS 3 regions (nama_10r_3gva)"
"143","Gross fixed capital formation by NUTS 2 regions","nama_10r_2gfcf","dataset","16.07.2019","10.05.2019","1995","2017",NA,"Gross fixed capital formation by NUTS 2 regions (nama_10r_2gfcf)"
"144","Compensation of employees by NUTS 2 regions","nama_10r_2coe","dataset","16.07.2019","25.04.2019","1995","2017",NA,"Compensation of employees by NUTS 2 regions (nama_10r_2coe)"
"145","Employment (thousand persons) by NUTS 3 regions","nama_10r_3empers","dataset","16.07.2019","01.08.2019","1995","2017",NA,"Employment (thousand persons) by NUTS 3 regions (nama_10r_3empers)"
"146","Employment (thousand hours worked) by NUTS 2 regions","nama_10r_2emhrw","dataset","16.07.2019","10.05.2019","1995","2017",NA,"Employment (thousand hours worked) by NUTS 2 regions (nama_10r_2emhrw)"
"147","Income of households by NUTS 2 regions","nama_10r_2hhinc","dataset","16.07.2019","10.05.2019","1995","2017",NA,"Income of households by NUTS 2 regions (nama_10r_2hhinc)"
"148","Pupils enrolled in early childhood education by sex and NUTS2 regions","educ_uoe_enrp03","dataset","12.07.2019","20.03.2019","2013","2017",NA,"Pupils enrolled in early childhood education by sex and NUTS2 regions (educ_uoe_enrp03)"
"149","Pupils enrolled in primary education by sex and NUTS2 regions","educ_uoe_enrp06","dataset","12.07.2019","20.03.2019","2013","2017",NA,"Pupils enrolled in primary education by sex and NUTS2 regions (educ_uoe_enrp06)"
"150","Pupils enrolled in lower-secondary education by programme orientation, sex and NUTS2 regions","educ_uoe_enrs03","dataset","12.07.2019","20.03.2019","2013","2017",NA,"Pupils enrolled in lower-secondary education by programme orientation, sex and NUTS2 regions (educ_uoe_enrs03)"
"151","Pupils enrolled in upper secondary education by programme orientation, sex and NUTS2 regions","educ_uoe_enrs06","dataset","12.07.2019","20.03.2019","2013","2017",NA,"Pupils enrolled in upper secondary education by programme orientation, sex and NUTS2 regions (educ_uoe_enrs06)"
"152","Pupils enrolled in post-secondary non-tertiary education by programme orientation, sex and NUTS2 regions","educ_uoe_enrs09","dataset","12.07.2019","20.03.2019","2013","2017",NA,"Pupils enrolled in post-secondary non-tertiary education by programme orientation, sex and NUTS2 regions (educ_uoe_enrs09)"
"153","Ratio of the proportion of tertiary students over the propotion of the population by NUTS1 and NUTS2 regions","educ_uoe_enrt05","dataset","12.07.2019","20.03.2019","2013","2017",NA,"Ratio of the proportion of tertiary students over the propotion of the population by NUTS1 and NUTS2 regions (educ_uoe_enrt05)"
"154","Students enrolled in tertiary education by education level, programme orientation, sex and NUTS2 regions","educ_uoe_enrt06","dataset","12.07.2019","20.03.2019","2013","2017",NA,"Students enrolled in tertiary education by education level, programme orientation, sex and NUTS2 regions (educ_uoe_enrt06)"
"155","Pupils and students enrolled by education level, sex and NUTS2 regions","educ_uoe_enra11","dataset","12.07.2019","20.03.2019","2013","2017",NA,"Pupils and students enrolled by education level, sex and NUTS2 regions (educ_uoe_enra11)"
"156","Pupils and students enrolled by sex, age and NUTS2 regions","educ_uoe_enra12","dataset","12.07.2019","14.05.2019","2013","2017",NA,"Pupils and students enrolled by sex, age and NUTS2 regions (educ_uoe_enra12)"
"157","Distribution of pupils and students enrolled in general and vocational programmes by education level and NUTS2 regions","educ_uoe_enra13","dataset","15.07.2019","20.03.2019","2013","2017",NA,"Distribution of pupils and students enrolled in general and vocational programmes by education level and NUTS2 regions (educ_uoe_enra13)"
"158","Participation rates of selected age groups in education at regional level","educ_uoe_enra14","dataset","12.07.2019","20.03.2019","2013","2017",NA,"Participation rates of selected age groups in education at regional level (educ_uoe_enra14)"
"159","Participation rates in selected education levels at regional level","educ_uoe_enra15","dataset","12.07.2019","11.04.2019","2012","2017",NA,"Participation rates in selected education levels at regional level (educ_uoe_enra15)"
"160","Students by level of education, orientation, sex and NUTS 2 regions","educ_renrlrg1","dataset","15.03.2019","02.05.2019","1998","2012",NA,"Students by level of education, orientation, sex and NUTS 2 regions (educ_renrlrg1)"
"161","Students by age, sex and NUTS 2 regions","educ_renrlrg3","dataset","15.03.2019","02.05.2019","1998","2012",NA,"Students by age, sex and NUTS 2 regions (educ_renrlrg3)"
"162","Education indicators by NUTS 2 regions","educ_regind","dataset","15.03.2019","02.05.2019","1998","2012",NA,"Education indicators by NUTS 2 regions (educ_regind)"
"163","Participation rate in education and training (last 4 weeks) by NUTS 2 regions","trng_lfse_04","dataset","29.04.2019","29.04.2019","2000","2018",NA,"Participation rate in education and training (last 4 weeks) by NUTS 2 regions (trng_lfse_04)"
"164","Population aged 25-64 by educational attainment level, sex and NUTS 2 regions (%)","edat_lfse_04","dataset","01.07.2019","29.04.2019","2000","2018",NA,"Population aged 25-64 by educational attainment level, sex and NUTS 2 regions (%) (edat_lfse_04)"
"165","Population aged 30-34 by educational attainment level, sex and NUTS 2 regions (%)","edat_lfse_12","dataset","01.07.2019","29.04.2019","2000","2018",NA,"Population aged 30-34 by educational attainment level, sex and NUTS 2 regions (%) (edat_lfse_12)"
"166","Early leavers from education and training by sex and NUTS 2 regions","edat_lfse_16","dataset","01.07.2019","29.04.2019","2000","2018",NA,"Early leavers from education and training by sex and NUTS 2 regions (edat_lfse_16)"
"167","Young people neither in employment nor in education and training by sex and NUTS 2 regions (NEET rates)","edat_lfse_22","dataset","01.07.2019","29.04.2019","2000","2018",NA,"Young people neither in employment nor in education and training by sex and NUTS 2 regions (NEET rates) (edat_lfse_22)"
"168","Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and NUTS 2 regions","edat_lfse_33","dataset","01.07.2019","29.04.2019","2000","2018",NA,"Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and NUTS 2 regions (edat_lfse_33)"
"169","Intramural R&D expenditure (GERD) by sectors of performance and NUTS 2 regions","rd_e_gerdreg","dataset","21.06.2019","09.04.2019","1980","2016",NA,"Intramural R&D expenditure (GERD) by sectors of performance and NUTS 2 regions (rd_e_gerdreg)"
"170","Total R&D personnel and researchers by sectors of performance, sex and NUTS 2 regions","rd_p_persreg","dataset","26.06.2019","09.04.2019","1980","2016",NA,"Total R&D personnel and researchers by sectors of performance, sex and NUTS 2 regions (rd_p_persreg)"
"171","Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (1994-2008, NACE Rev. 1.1)","htec_emp_reg","dataset","08.08.2019","08.08.2019","1999","2008",NA,"Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (1994-2008, NACE Rev. 1.1) (htec_emp_reg)"
"172","Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (from 2008 onwards, NACE Rev. 2)","htec_emp_reg2","dataset","08.08.2019","08.08.2019","2008","2018",NA,"Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (from 2008 onwards, NACE Rev. 2) (htec_emp_reg2)"
"173","Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (1994-2008, NACE Rev. 1.1)","htec_emp_risco","dataset","08.08.2019","08.08.2019","1999","2008",NA,"Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (1994-2008, NACE Rev. 1.1) (htec_emp_risco)"
"174","Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (from 2008 onwards, NACE Rev. 2)","htec_emp_risco2","dataset","08.08.2019","08.08.2019","2008","2018",NA,"Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (from 2008 onwards, NACE Rev. 2) (htec_emp_risco2)"
"175","Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (1994-2008, NACE Rev. 1.1)","htec_emp_risced","dataset","08.08.2019","08.08.2019","1999","2008",NA,"Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (1994-2008, NACE Rev. 1.1) (htec_emp_risced)"
"176","Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (from 2008 onwards, NACE Rev. 2)","htec_emp_risced2","dataset","08.08.2019","08.08.2019","2008","2018",NA,"Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (from 2008 onwards, NACE Rev. 2) (htec_emp_risced2)"
"177","HRST by category and NUTS 2 regions","hrst_st_rcat","dataset","08.08.2019","08.08.2019","1999","2018",NA,"HRST by category and NUTS 2 regions (hrst_st_rcat)"
"178","HRST by category, sex and NUTS 1 regions","hrst_st_rsex","dataset","08.08.2019","08.08.2019","1999","2018",NA,"HRST by category, sex and NUTS 1 regions (hrst_st_rsex)"
"179","HRST by category, age and NUTS 1 regions","hrst_st_rage","dataset","08.08.2019","08.08.2019","1999","2018",NA,"HRST by category, age and NUTS 1 regions (hrst_st_rage)"
"180","Employed HRST by category, NACE Rev. 1.1 activity and NUTS 1 regions (1994 - 2007)","hrst_st_rsec","dataset","08.08.2019","08.08.2019","1999","2008",NA,"Employed HRST by category, NACE Rev. 1.1 activity and NUTS 1 regions (1994 - 2007) (hrst_st_rsec)"
"181","Employed HRST by category, NACE Rev. 2 activity and NUTS 1 regions (from 2008 onwards)","hrst_st_rsec2","dataset","08.08.2019","08.08.2019","2008","2018",NA,"Employed HRST by category, NACE Rev. 2 activity and NUTS 1 regions (from 2008 onwards) (hrst_st_rsec2)"
"182","Patent applications to the EPO by priority year by NUTS 3 regions","pat_ep_rtot","dataset","29.04.2016","29.04.2016","1977","2012",NA,"Patent applications to the EPO by priority year by NUTS 3 regions (pat_ep_rtot)"
"183","Patent applications to the EPO by priority year by NUTS 3 regions, international patent classification (IPC) sections and classes","pat_ep_ripc","dataset","29.04.2016","29.04.2016","1977","2012",NA,"Patent applications to the EPO by priority year by NUTS 3 regions, international patent classification (IPC) sections and classes (pat_ep_ripc)"
"184","High-tech patent applications to the EPO by priority year by NUTS 3 regions","pat_ep_rtec","dataset","29.04.2016","29.04.2016","1977","2012",NA,"High-tech patent applications to the EPO by priority year by NUTS 3 regions (pat_ep_rtec)"
"185","European Union trade mark (EUTM) applications by NUTS 3 regions","ipr_ta_reg","dataset","20.12.2016","20.12.2016","1996","2016",NA,"European Union trade mark (EUTM) applications by NUTS 3 regions (ipr_ta_reg)"
"186","European Union trade mark (EUTM) applications per billion GDP by NUTS 3 regions","ipr_ta_gdpr","dataset","20.12.2016",NA,"2000","2014",NA,"European Union trade mark (EUTM) applications per billion GDP by NUTS 3 regions (ipr_ta_gdpr)"
"187","European Union trade mark (EUTM) applications per million population by NUTS 3 regions","ipr_ta_popr","dataset","20.12.2016",NA,"1996","2015",NA,"European Union trade mark (EUTM) applications per million population by NUTS 3 regions (ipr_ta_popr)"
"188","Community design (CD) applications by NUTS 3 regions","ipr_da_reg","dataset","20.12.2016","20.12.2016","2003","2016",NA,"Community design (CD) applications by NUTS 3 regions (ipr_da_reg)"
"189","Community design (CD) applications per billion GDP by NUTS 3 regions","ipr_da_gdpr","dataset","20.12.2016",NA,"2003","2014",NA,"Community design (CD) applications per billion GDP by NUTS 3 regions (ipr_da_gdpr)"
"190","Community design (CD) applications per million population by NUTS 3 regions","ipr_da_popr","dataset","20.12.2016",NA,"2003","2015",NA,"Community design (CD) applications per million population by NUTS 3 regions (ipr_da_popr)"
"191","Community designs (CD) by NUTS 3 regions","ipr_dfa_reg","dataset","20.12.2016","20.12.2016","2003","2016",NA,"Community designs (CD) by NUTS 3 regions (ipr_dfa_reg)"
"192","Registered Community designs (RCD) by NUTS 3 regions","ipr_dr_reg","dataset","20.12.2016","20.12.2016","2003","2016",NA,"Registered Community designs (RCD) by NUTS 3 regions (ipr_dr_reg)"
"193","SBS data by NUTS 2 regions and NACE Rev. 2 (from 2008 onwards)","sbs_r_nuts06_r2","dataset","07.08.2019","08.07.2019","2008","2017",NA,"SBS data by NUTS 2 regions and NACE Rev. 2 (from 2008 onwards) (sbs_r_nuts06_r2)"
"194","Multiannual statistics for distributive trades (NACE Rev. 2, G) by NUTS 2 regions","sbs_r_3k_my_r2","dataset","24.05.2019","12.06.2019","2009","2014",NA,"Multiannual statistics for distributive trades (NACE Rev. 2, G) by NUTS 2 regions (sbs_r_3k_my_r2)"
"195","SBS data by NUTS 2 regions (NUTS 2006) and NACE Rev. 1.1 (1995-2007)","sbs_r_nuts03","dataset","25.03.2015","03.06.2019","1995","2007",NA,"SBS data by NUTS 2 regions (NUTS 2006) and NACE Rev. 1.1 (1995-2007) (sbs_r_nuts03)"
"196","Number of local units, persons employed and wages and salaries by NUTS 2 regions","sbs_cre_rreg","dataset","06.10.2010","03.06.2019","1997","2007",NA,"Number of local units, persons employed and wages and salaries by NUTS 2 regions (sbs_cre_rreg)"
"197","Multi yearly statistics by NUTS 2 regions (NUTS 2006)","sbs_r_3f_my","dataset","10.09.2009","03.06.2019","1999","2004",NA,"Multi yearly statistics by NUTS 2 regions (NUTS 2006) (sbs_r_3f_my)"
